FEATURE_ID	FEATURE_TEXT	SOURCE_SECTION	SOURCE_LINE
F-001002	- دعم لوحات معلومات مرئية بمليارات الصفوف	1.7 إدارة الجداول	1560
F-001003	- جدولة النسخ الاحتياطي مع تحديد الوجهات والتشفير وسياسات الاحتفاظ	1.7 إدارة الجداول	1561
F-001004	- جدولة الإشعارات لإرسالها في وقت محدد	1.7 إدارة الجداول	1562
F-001005	- إدارة التقارير: إنشاء، حفظ كقالب، جدولة، وإرسال عبر SMS	1.7 إدارة الجداول	1563
F-001006	- جدولة تحديث موحدة تشمل البيانات، لوحات المعلومات، التقارير، والعروض	1.7 إدارة الجداول	1564
F-001007	- نشر وتصدير وجدولة ومشاركة المخرجات عبر مركز نشر موحد	1.7 إدارة الجداول	1565
F-001008	- إنشاء جداول مخصصة وربطها بالنماذج الدلالية ولوحات المعلومات	1.7 إدارة الجداول	1566
F-001009	- تطبيق عزل المستأجرين (tenant isolation) على الجداول الجديدة	1.7 إدارة الجداول	1567
F-001010	- الكشف عن الصفوف المعزولة (Orphan row detection)	1.7 إدارة الجداول	1568
F-001011	- جدول تصنيف البنود (Clause Classification Table)	1.7 إدارة الجداول	1569
F-001012	- مكتبة مكونات جاهزة: بطاقات مؤشرات الأداء، رسوم بيانية خطية، شريطية، دائرية، خرائط حرارية، وجداول	1.7 إدارة الجداول	1570
F-001013	- اكتشاف العلاقات بين الجداول تلقائيًا	1.7 إدارة الجداول	1571
F-001014	- تلخيص البيانات من عدة جداول	1.7 إدارة الجداول	1572
F-001015	- تحليل الاتجاهات دون الحاجة لعرض كل الصفوف	1.7 إدارة الجداول	1573
F-001016	- تثبيت صفوف العناوين	1.7 إدارة الجداول	1574
F-001017	- إنشاء “مجموعات بيانات” تلقائيًا	1.7 إدارة الجداول	1575
F-001018	- Freeze pane detection	1.7 إدارة الجداول	1576
F-001019	- Filter detection	1.7 إدارة الجداول	1577
F-001020	- إنشاء جدول	1.7 إدارة الجداول	1578
F-001021	- صفحات متعددة داخل الموقع الواحد	1.7 إدارة الجداول	1579
F-001022	مساحة عمل فارغة (Canvas) يسحب عليها المستخدم العناصر:	1.8 محرك المعالجة البصري	1585
F-001023	- ملفات وجداول وأعمدة وفلاتر وعمليات حسابية وعلاقات ربط	1.8 محرك المعالجة البصري	1587
F-001024	- دمج وربط وتجميع وجداول محورية وتصفية ومقارنة	1.8 محرك المعالجة البصري	1588
F-001025	- أعمدة محسوبة وتحويل تواريخ وعملات وكشف قيم شاذة	1.8 محرك المعالجة البصري	1589
F-001026	- اقتراح عمليات بالذكاء الاصطناعي	1.8 محرك المعالجة البصري	1590
F-001027	- بناء سير عمل مرئي يمكن حفظه وإعادة تشغيله	1.8 محرك المعالجة البصري	1591
F-001028	- سجل العمليات الكامل	1.8 محرك المعالجة البصري	1592
F-001029	- معالجة البيانات بصريًا باستخدام السحب والإفلات	1.8 محرك المعالجة البصري	1593
F-001030	- محرك معالجة البيانات البصري	1.8 محرك المعالجة البصري	1594
F-001031	- ربط الملفات تلقائيًا عبر أعمدة مشتركة (Smart Join Suggestions)	1.8 محرك المعالجة البصري	1595
F-001032	- ربط جدول بنتائج جدول آخر	1.8 محرك المعالجة البصري	1596
F-001033	- دمج عدة أعمدة في عمود واحد	1.8 محرك المعالجة البصري	1597
F-001034	- دمج الاسم واللقب والمدينة والمنطقة والقيم الرقمية والنصوص بتنسيق معين	1.8 محرك المعالجة البصري	1598
F-001035	- اختيار نوع الدمج (ربط / استبدال / إضافة) وتحديد مفتاح الربط	1.8 محرك المعالجة البصري	1599
F-001036	- وضع الدمج المتعدد لدمج 500 ملف ضمن 10 مجموعات تلقائيًا	1.8 محرك المعالجة البصري	1600
F-001037	- دمج تلقائي حسب أفضل مفتاح وربط ملفات متشابهة	1.8 محرك المعالجة البصري	1601
F-001038	- تعديل منطق الدمج واختيار طريقة الدمج والتنظيف	1.8 محرك المعالجة البصري	1602
F-001039	- إعادة تنفيذ عمليات الدمج والتنظيف وتطبيقها على ملفات جديدة	1.8 محرك المعالجة البصري	1603
F-001040	- دمج بيانات قديمة مع جديدة	1.8 محرك المعالجة البصري	1604
F-001041	- دمج عدة جداول وأوراق متعددة	1.8 محرك المعالجة البصري	1605
F-001042	- تجميع الجداول وإنشاء مجموعات بيانات تلقائيًا	1.8 محرك المعالجة البصري	1606
F-001043	- إنشاء جدول نهائي منظم وتقسيم حسب السنة أو الإدارات المختلفة	1.8 محرك المعالجة البصري	1607
F-001044	- توحيد جماعي للأسماء وتطبيق معيار تسمية رسمي	1.8 محرك المعالجة البصري	1608
F-001045	- إعادة هيكلة كاملة للبيانات بضغطة زر	1.8 محرك المعالجة البصري	1609
F-001046	- إنشاء جدول أساسي وجدول مركزي وجدول موحد	1.8 محرك المعالجة البصري	1610
F-001047	- دعم جميع أنواع الملفات بما في ذلك الصور التي تحتوي على نصوص أو جداول والملفات المضغوطة وقواعد البيانات	1.8 محرك المعالجة البصري	1611
F-001048	- تحويل الصور التي تحتوي على جداول إلى جداول قابلة للتحليل تلقائيًا	1.8 محرك المعالجة البصري	1612
F-001049	- فهم سياق البيانات وليس فقط الأرقام	1.8 محرك المعالجة البصري	1613
F-001050	- تحويل البيانات الفوضوية إلى نظام موحد	1.8 محرك المعالجة البصري	1614
F-001051	- إنشاء مكتبة بيانات منظمة وأرشفة ذكية حسب الموضوع والسنة	1.8 محرك المعالجة البصري	1615
F-001052	- عرض تدقيق بيانات وبناء خريطة بيانات	1.8 محرك المعالجة البصري	1616
F-001053	- إمكانية تعديل كل تحويل يدويًا مع دعم السحب والإفلات في كل مكان	1.8 محرك المعالجة البصري	1617
F-001054	- محاكاة كاملة لأي تصميم خارجي مع إمكانية إعادة الربط ببيانات جديدة	1.8 محرك المعالجة البصري	1618
F-001055	- كل مخرجات قابلة للتحرير الكامل بعد الإنشاء	1.8 محرك المعالجة البصري	1619
F-001056	- وضع سهل + وضع متقدم دائمًا للتحكم الكامل أو السهولة المطلقة	1.8 محرك المعالجة البصري	1620
F-001057	- دعم معالجة متوازية وتدريجية للبيانات	1.8 محرك المعالجة البصري	1621
F-001058	- تصنيف البيانات وفصلها	1.8 محرك المعالجة البصري	1622
F-001059	- دعم الاستجواب الحر للبيانات	1.8 محرك المعالجة البصري	1623
F-001060	- تصميم طبقة البيانات وربطها ببيانات جديدة	1.8 محرك المعالجة البصري	1624
F-001061	- رسم مخططات عبر معالجة رسومية	1.8 محرك المعالجة البصري	1625
F-001062	- رسم بياني عبر معالجة رسومية GPU	1.8 محرك المعالجة البصري	1626
F-001063	- تخصيص وحدات معالجة رسومية لكل جهة	1.8 محرك المعالجة البصري	1627
F-001064	- محرك تسريع لحظي للاستعلامات الضخمة	1.8 محرك المعالجة البصري	1628
F-001065	- محرك تسريع لحظي للاستعلامات	1.8 محرك المعالجة البصري	1629
F-001066	- دعم بيانات بمليارات الصفوف	1.8 محرك المعالجة البصري	1630
F-001067	- دعم معاملات ACID	1.8 محرك المعالجة البصري	1631
F-001068	- دعم دوال متقدمة	1.8 محرك المعالجة البصري	1632
F-001069	- تسريع الاستعلام باستخدام ClickHouse + Materialized Views	1.8 محرك المعالجة البصري	1633
F-001070	- تحليل البيانات باستخدام DuckDB + Arrow + Iceberg	1.8 محرك المعالجة البصري	1634
F-001071	- تنسيق تلقائي احترافي	1.8 محرك المعالجة البصري	1635
F-001072	- تثبيت صف العناوين	1.8 محرك المعالجة البصري	1636
F-001073	- اختيار خطوط احترافية	1.8 محرك المعالجة البصري	1637
F-001074	- محاذاة القيم	1.8 محرك المعالجة البصري	1638
F-001075	- إضافة حدود منظمة	1.8 محرك المعالجة البصري	1639
F-001076	- تنسيق الجداول كنمط رسمي	1.8 محرك المعالجة البصري	1640
F-001077	- اتجاه من اليمين إلى اليسار	1.8 محرك المعالجة البصري	1641
F-001078	- محاذاة مناسبة	1.8 محرك المعالجة البصري	1642
F-001079	- تنسيق أرقام عربي	1.8 محرك المعالجة البصري	1643
F-001080	- تجميل أوراق العمل	1.8 محرك المعالجة البصري	1644
F-001081	- إضافة صفحة غلاف	1.8 محرك المعالجة البصري	1645
F-001082	- إضافة صفحة ملخص	1.8 محرك المعالجة البصري	1646
F-001083	- تنسيق احترافي كامل	1.8 محرك المعالجة البصري	1647
F-001084	- حجز موارد GPU/CPU مسبقاً لتحسين الأداء	1.8 محرك المعالجة البصري	1648
F-001085	- تشغيل كامل بدون اتصال خارجي	1.8 محرك المعالجة البصري	1649
F-001086	- حزم AI محلية لتحسين الاستقرار والأداء	1.8 محرك المعالجة البصري	1650
F-001087	- تقليل latency عبر تخزين أعمدة hot فقط	1.8 محرك المعالجة البصري	1651
F-001088	- الحفاظ على deterministic ordering في العرض	1.8 محرك المعالجة البصري	1652
F-001089	- عدم تحميل ملفات Excel كاملة داخل قاعدة البيانات	1.8 محرك المعالجة البصري	1653
F-001090	- عدم تحميل ملفات Excel كاملة داخل قاعدة البيانات لضمان الأداء	1.8 محرك المعالجة البصري	1654
F-001091	- تطوير مفهوم الزحف مع استخراج النصوص وتصوير الشاشات وتحليل البيانات في مرحلة التحليل وليس الزحف	1.8 محرك المعالجة البصري	1655
